"","C14ID","Period","C14Age","C14SD","LabCode","PhaseCode","SiteID","Material","MaterialSpecies","Latitude","Longitude","optional"
"310",1346,"LN",4640,52,"KN-4863","CORM1","S1599","human bone","Homo sapiens",51.73,11.83,TRUE
"311",1347,"LN",4640,30,"KIA-3104","STMN1","S3874","human bone","Homo sapiens",51.99,11.57,TRUE
"312",1348,"LN",4630,40,"GrN-16049","ERGO","S1842","wood","Quercus sp.",48.56,12.16,TRUE
"313",1349,"LN",4627,49,"KN-4661","CALB","S1431","animal bone","Bos sp.",51.4,9.4,TRUE
"314",1350,"LN",4620,70,"GrN-16050","ERGO","S1842","human bone","Homo sapiens",48.56,12.16,TRUE
"315",1351,"LN",4616,46,"Hd-19368","MADG","S2896","bone","NULL",52.07,11.66,TRUE
"316",1352,"LN",4615,30,"GrN-14424","ERGO","S1842","wood","Betula sp.",48.56,12.16,TRUE
"318",1354,"EN",4610,55,"KN-2480","SISU","S3769","wood","NULL",54.267,11.05,TRUE
"319",1355,"LN",4610,50,"GrN-23311","KOTH4","S2429","bone","NULL",51.74,11.98,TRUE
"321",1357,"LN",4605,32,"Hd-17072","CALD1","S1429","human bone","Homo sapiens",51.4,9.4,TRUE
"322",1358,"LN",4600,118,"KN-5017","PEIS1","S3273","bone","NULL",51.5,12.05,TRUE
"323",1359,"EN",4600,60,"KN-2403","SISU","S3769","wood","NULL",54.267,11.05,TRUE
"324",1360,"LN",4600,46,"KN-4598","WARB4","S4195","human bone","Homo sapiens",51.48,9.14,TRUE
"325",1361,"LN",4595,25,"Hd-19171","HELF1","S2222","bone","NULL",51.5,11.58,TRUE
"326",1362,"EN",4590,45,"KN-2404","SISU","S3769","wood","NULL",54.267,11.05,TRUE
"327",1363,"LN",4586,60,"Bln-1353","WELU1","S4214","human bone","Homo sapiens",51.19,11.96,TRUE
"328",1364,"LN",4580,140,"KN-2662","AAC1","S1003","charcoal","NULL",50.7886,6.07437,TRUE
"329",1365,"EN",4580,60,"KN-2481","SISU","S3769","wood","NULL",54.267,11.05,TRUE
"330",1366,"LN",4575,265,"Hv-19724","EINB2","S1801","charcoal","NULL",51.82,9.86,TRUE
"331",1367,"LN",4570,65,"ETH-14168","WARB3","S4194","human bone","Homo sapiens",51.48,9.14,TRUE
"332",1368,"LN",4570,60,"Bln-4209","DITF1","S1718","charcoal","NULL",51.83,11.19,TRUE
"333",1369,"EN",4570,40,"KN-1640","FUSU","S1966","NULL","NULL",54.42,9.4,TRUE
"335",1371,"LN",4564,60,"KN-4864","KROP1","S2435","human bone","Homo sapiens",51.93,11.3,TRUE
"337",1373,"LN",4550,95,"Hv-15342","ERGO","S1842","wood","NULL",48.56,12.16,TRUE
"338",1374,"LN",4550,90,"Gd-10166","PEIS1","S3273","bone","NULL",51.5,12.05,TRUE
"341",1377,"LN",4540,50,"KIA-3800","ASP2","S1135","human bone","Homo sapiens",51.93,10.95,TRUE
"342",1378,"MN",4520,40,"GrN-6348","KRL1","S2360","NULL","NULL",50.38,7.49,TRUE
"344",1380,"LN",4516,26,"Hd-17023","CALD2","S1430","human bone","Homo sapiens",51.4,9.4,TRUE
"345",1381,"LN",4510,57,"Hd-17311","BBT","S1180","wood","NULL",48.0655,9.6071,TRUE
"346",1382,"LN",4510,30,"GrN-12699","GALG","S2422","charcoal","NULL",48.58,12.14,TRUE
"347",1383,"LN",4500,80,"GrN-14428","GALG","S2422","charcoal","NULL",48.58,12.14,TRUE
"348",1384,"LN",4500,70,"UtC-3325","ALTF","S1074","animal bone","Canis familiaris",51.21,9.2,TRUE
"349",1385,"LN",4500,70,"UtC-3326","ALTF","S1074","human bone","Homo sapiens",51.21,9.2,TRUE
"350",1386,"LN",4495,115,"Hv-19721","EINB2","S1801","charcoal","NULL",51.82,9.86,TRUE
"352",1388,"MN",4490,60,"H 922-1283","SUTE","S3108","charcoal","NULL",54.33,11.05,TRUE
"353",1389,"LN",4490,23,"Hd-16962","CALD1","S1429","human bone","Homo sapiens",51.4,9.4,TRUE
"355",1391,"LN",4483,76,"KN-4898","WALF1","S4183","bone","NULL",51.35,12.08,TRUE
"358",1394,"LN",4477,20,"Hd-19181","MADG","S2896","bone","NULL",52.07,11.66,TRUE
"359",1395,"LN",4475,45,"GrN-8255","SCHN2","S3695","charcoal","NULL",51.12,10.57,TRUE
"360",1396,"LN",4460,40,"GrN-9148","NIED2","S3118","human bone","Homo sapiens",51.27,11,TRUE
"361",1397,"LN",4458,45,"KN-4900","WALF1","S4183","bone","NULL",51.35,12.08,TRUE
"362",1398,"LN",4450,65,"KI-1822","ATT1","S1148","charcoal","NULL",51.59,8.8,TRUE
"363",1399,"LN",4445,32,"GrN-9149","SCHN2","S3695","human bone","Homo sapiens",51.12,10.57,TRUE
"364",1401,"LN",4432,40,"H-7442","OBRS2","S3164","charcoal","NULL",48.79,12.64,TRUE
"366",1403,"LN",4430,60,"Bln-1779","ROTZ1","S3538","charcoal","NULL",51.01,12.38,TRUE
"367",1404,"LN",4430,45,"GrN-7556","HM3","S2230","NULL","NULL",48.86,11.76,TRUE
"369",1406,"LN",4420,35,"GrN-14426","GALG","S2422","charcoal","NULL",48.58,12.14,TRUE
"371",1408,"LN",4412,48,"KN-5016","PEIS1","S3273","bone","NULL",51.5,12.05,TRUE
"372",1409,"LN",4412,34,"Hd-16996","CALB","S1431","charcoal","Fraxinus sp.",51.4,9.4,TRUE
"373",1410,"LN",4412,22,"Hd-17022","CALD2","S1430","human bone","Homo sapiens",51.4,9.4,TRUE
"374",1411,"LN",4406,26,"Hd-19347","BARL1","S1217","bone","NULL",52.2,11.61,TRUE
"376",1413,"LN",4400,80,"UtC-3323","CALB","S1431","charred plant macrofossils","Cereals",51.4,9.4,TRUE
"378",1415,"LN",4389,40,"UtC-3951","LOHR","S2840","charcoal","NULL",50.73,8.63,TRUE
"379",1417,"LN",4385,35,"GrN-12702","GALG","S2422","charcoal","NULL",48.58,12.14,TRUE
"380",1418,"LN",4380,100,"Hv-582","PVST1","S3289","charcoal","NULL",53.05,11.454,TRUE
"381",1419,"LN",4376,36,"KN-4503","WARB1","S4192","human bone","Homo sapiens",51.48,9.14,TRUE
"382",1420,"LN",4363,43,"KN-5014","PEIS1","S3273","bone","NULL",51.5,12.05,TRUE
"383",1421,"LN",4351,30,"KN-4597","WARB3","S4194","human bone","Homo sapiens",51.48,9.14,TRUE
"384",1422,"LN",4348,57,"Hd-16974","WITT","S4237","charcoal","Quercus sp., Pomoideae",50.75,8.85,TRUE
"386",1424,"LN",4340,45,"Hd-14711","SEES","S3711","wood","NULL",48.1115,9.64526,TRUE
"387",1425,"LN",4340,40,"GrN-6425","HM3","S2230","charcoal","NULL",48.86,11.76,TRUE
"388",1426,"LN",4335,70,"Hd-14712","SEES","S3711","wood","NULL",48.1115,9.64526,TRUE
"389",1427,"LN",4333,43,"KN-4781","CALB","S1431","animal bone","Bos primigenius",51.4,9.4,TRUE
"390",1428,"LN",4330,55,"KN-2461","PVST1","S3289","charcoal","NULL",53.05,11.454,TRUE
"391",1429,"LN",4327,35,"H-7412","RIKO1","S3471","charcoal","NULL",48.91,12.35,TRUE
"392",1430,"LN",4325,31,"Hd-18703","BIE1","S1294","human bone","Homo sapiens",54.07,11.73,TRUE
"393",1431,"LN",4324,42,"KN-4498","WEWL1","S4225","human bone","Homo sapiens",51.6,8.65,TRUE
"394",1432,"LN",4321,30,"KN-4505","ATTN1","S1149","human bone","Homo sapiens",51.59,8.8,TRUE
"395",1433,"LN",4320,195,"Hv-19720","EINB2","S1801","charcoal","NULL",51.82,9.86,TRUE
"396",1434,"LN",4319,23,"Hd-17559","LHAS","S2838","bone","NULL",51.17,9.26,TRUE
"397",1435,"LN",4315,170,"Hv-19719","EINB2","S1801","charcoal","NULL",51.82,9.86,TRUE
"398",1436,"LN",4310,60,"GrN-14429","GALG","S2422","charcoal","NULL",48.58,12.14,TRUE
"399",1437,"LN",4307,45,"H-7411","RIKO1","S3471","charcoal","NULL",48.91,12.35,TRUE
"400",1438,"LN",4305,35,"GrN-8689","HM3","S2230","NULL","NULL",48.86,11.76,TRUE
"401",1439,"LN",4305,25,"Hd-19045","BARL1","S1217","bone","NULL",52.2,11.61,TRUE
"403",1441,"LN",4300,50,"Hd-14713","SEES","S3711","wood","NULL",48.1115,9.64526,TRUE
"404",1442,"LN",4291,42,"KN-4903","DERE1","S1693","bone","NULL",51.87,10.9,TRUE
"405",1443,"LN",4290,100,"KI-2009","FLNT2","S1915","NULL","NULL",54.25,10.06,TRUE
"406",1444,"LN",4290,70,"UtC-3322","CALC","S1431","charred plant macrofossils","Hordeum sp.",51.4,9.4,TRUE
"407",1445,"LN",4290,45,"GrN-12562","GALG","S2422","charcoal","NULL",48.58,12.14,TRUE
"409",1447,"LN",4285,85,"UB-2551","GALG","S2422","charcoal","NULL",48.58,12.14,TRUE
"410",1448,"LN",4283,38,"Hd-17024","BORG1","S2089","human bone","Homo sapiens",51.55,9.15,TRUE
"412",1450,"LN",4280,35,"GrN-12701","GALG","S2422","charcoal","NULL",48.58,12.14,TRUE
"413",1451,"LN",4275,50,"Hd-14660","AGR","S1066","wood","NULL",48.1066,9.62439,TRUE
"414",1452,"LN",4272,40,"H-7583","WOLP1","S4240","wood","NULL",47.88,9.56,TRUE
"415",1453,"LN",4270,55,"KN-2459","PVST1","S3289","charcoal","NULL",53.05,11.454,TRUE
"416",1454,"LN",4265,50,"Hd-15016","AGR","S1066","wood","NULL",48.1066,9.62439,TRUE
"417",1455,"LN",4255,40,"GrN-12561","GALG","S2422","charcoal","NULL",48.58,12.14,TRUE
"418",1456,"LN",4252,70,"H-7443","OBRS2","S3164","charcoal","NULL",48.79,12.64,TRUE
"419",1457,"LN",4252,35,"H-7409","RIKO1","S3471","charcoal","NULL",48.91,12.35,TRUE
"421",1459,"LN",4245,50,"GrN-14427","GALG","S2422","charcoal","NULL",48.58,12.14,TRUE
"423",1461,"LN",4240,45,"Hd-11762","1 ALL","S1067","wood","NULL",48.09,9.62,TRUE
"424",1462,"LN",4227,35,"KN-5015","PEIS1","S3273","bone","NULL",51.5,12.05,TRUE
"425",1463,"LN",4227,32,"KN-4908","KOTH3","S2429","bone","NULL",51.74,11.98,TRUE
"426",1464,"LN",4225,30,"GrN-12700","GALG","S2422","charcoal","NULL",48.58,12.14,TRUE
"427",1465,"LN",4220,70,"Bln-2371","WALB1","S4185","charcoal","NULL",50.89,10.84,TRUE
"428",1466,"LN",4220,55,"GrN-5732","HM3","S2230","charcoal","NULL",48.86,11.76,TRUE
"429",1467,"LN",4220,55,"Hd-14754","SEES","S3711","wood","NULL",48.1115,9.64526,TRUE
"430",1468,"LN",4219,54,"KN-4896","GRZG1","S2050","human bone","Homo sapiens",51.67,11.99,TRUE
"431",1469,"LN",4210,60,"GrN-12564","GALG","S2422","charcoal","NULL",48.58,12.14,TRUE
"432",1470,"LN",4202,69,"Hd-16976","WITT","S4237","charcoal","Quercus sp., Tilia sp., Acer sp.",50.75,8.85,TRUE
"433",1471,"LN",4195,30,"Hd-14603","AGR","S1066","wood","NULL",48.1066,9.62439,TRUE
"434",1472,"LN",4192,40,"H-7574","WOLP1","S4240","wood","NULL",47.88,9.56,TRUE
"435",1473,"LN",4190,84,"KN-3313","TAUBGA","S3948","human bone","Homo sapiens",49.61,9.67,TRUE
"436",1474,"LN",4185,60,"Bln-1346","GRSR1","S2092","human bone","Homo sapiens",51.61,11.49,TRUE
"437",1475,"LN",4185,45,"Hd-11751","1 ALL","S1067","wood","NULL",48.09,9.62,TRUE
"439",1477,"LN",4181,22,"Hd-17158","RMKW2","S3476","human bone","Homo sapiens",48.5839,12.5637,TRUE
"441",1479,"LN",4180,45,"Hd-11752","1 ALL","S1067","wood","NULL",48.09,9.62,TRUE
"442",1480,"LN",4180,35,"KIA-8109c","RMLG1","S3457","NULL","NULL",52.11,10.66,TRUE
"443",1481,"LN",4175,45,"Hd-11761","1 ALL","S1067","wood","NULL",48.09,9.62,TRUE
"444",1482,"LN",4170,45,"KN-4901","WALF1","S4183","bone","NULL",51.35,12.08,TRUE
"445",1483,"LN",4162,54,"KN-4905","MUCH1","S3062","human bone","Homo sapiens",51.3,11.81,TRUE
"446",1484,"LN",4161,27,"Hd-17332","AMM1","S1079","animal bone","Bos sp., Ovis sp./Capra sp., Cervus elaphus, Sus scrofa",51.25,10.44,TRUE
"447",1485,"LN",4160,50,"KN-3056","LHAS","S2838","bone","NULL",51.17,9.26,TRUE
"448",1486,"LN",4150,60,"GrN-12563","GALG","S2422","charcoal","NULL",48.58,12.14,TRUE
"449",1487,"MN",4150,45,"KI-4060","WSX1","S4189","plant macrofossils","Corylus avellana",54.26,10.76,TRUE
"450",1488,"MN",4150,40,"KI-4061","WSX1","S4189","plant macrofossils","Corylus avellana",54.26,10.76,TRUE
"451",1489,"LN",4149,35,"Hd-13044","SEEA","S3710","wood","NULL",48.1078,9.64147,TRUE
"452",1490,"LN",4140,80,"Hv-18050","MOLZ1","S3010","charcoal","NULL",53.02,10.6,TRUE
"453",1491,"LN",4130,55,"KN-2460","PVST1","S3289","charcoal","NULL",53.05,11.454,TRUE
"454",1492,"LN",4127,37,"Hd-15774","NAS1","S3094","bone","NULL",53.5112,11.1621,TRUE
"455",1493,"LN",4112,54,"KN-4895","DEES1","S1680","human bone","Homo sapiens",51.91,11.19,TRUE
"457",1495,"LN",4110,39,"KN-5012","KOTH3","S2429","bone","NULL",51.74,11.98,TRUE
"458",1496,"LN",4106,37,"Hd-15772","KLNZ1","S2408","bone","NULL",54.02,13.29,TRUE
"459",1497,"LN",4105,26,"Hd-16972","LOHN","S2839","human bone","Homo sapiens",51.18,9.26,TRUE
"460",1498,"LN",4100,41,"Bln-4709","OSCH1","S3212","bone","NULL",52.03,11.24,TRUE
"461",1499,"MN",4100,40,"KIA-408","WSX1","S4189","wood","NULL",54.26,10.76,TRUE
"462",1500,"LN",4096,45,"Hd-13061","SEEA","S3710","wood","NULL",48.1078,9.64147,TRUE
"463",1501,"LN",4091,46,"UtC-9258","AHL1","S1043","food residue","NULL",52.7587,9.5493,TRUE
"464",1502,"LN",4084,27,"KN-4904","DERE1","S1693","bone","NULL",51.87,10.9,TRUE
"465",1503,"LN",4082,60,"H-1036/1396","2,00 ANG","S1085","charcoal","NULL",50.62,9.44,TRUE
"466",1504,"MN",4080,70,"Bln-3879","GOW","S2024","bone","NULL",53.37,14.27,TRUE
"467",1505,"LN",4080,20,"KIA-162","BLEC1","S1317","human bone","Homo sapiens",51.95,11.43,TRUE
"468",1506,"LN",4075,50,"KI-2007","FLNT2","S1915","NULL","NULL",54.25,10.06,TRUE
"469",1507,"LN",4071,41,"KN-4894","Aug-01","S1151","human bone","Homo sapiens",51.6,11.56,TRUE
"471",1509,"MN",4070,50,"KI-4125","WSX1","S4189","charcoal","NULL",54.26,10.76,TRUE
"472",1510,"MN",4060,95,"KI-4144","ERF","S1841","human bone","Homo sapiens",50.95,11.06,TRUE
"473",1511,"LN",4058,40,"Hd-13043","SEEA","S3710","wood","NULL",48.1078,9.64147,TRUE
"474",1512,"LN",4050,38,"Hd-16971","FLCH1","S1887","animal bone","Bos sp.",51.19,10.44,TRUE
"475",1513,"LN",4050,25,"Hd-14010-13871","TAUBDIT","S3947","human bone","Homo sapiens",49.61,9.67,TRUE
"476",1514,"LN",4040,100,"Fra-86","AUB1","S1399","animal bone","Bos sp.",49.53,10.03,TRUE
"477",1515,"LN",4040,45,"KI-4140","AULE1","S1152","bone","NULL",51.42,10.93,TRUE
"478",1516,"MN",4040,45,"KI-4143","ERF","S1841","human bone","Homo sapiens",50.95,11.06,TRUE
"479",1517,"LN",4024,27,"Hd-19634","MUCH2","S3062","human bone","Homo sapiens",51.3,11.81,TRUE
"480",1518,"LN",4015,140,"Hv-18054","MOLZ1","S3010","charcoal","NULL",53.02,10.6,TRUE
"481",1519,"LN",4015,25,"Hd-14009-13748","TAUBDIT","S3947","human bone","Homo sapiens",49.61,9.67,TRUE
"482",1520,"LN",4010,120,"UtC-3321","WITT","S4237","charcoal","Prunus sp.",50.75,8.85,TRUE
"483",1521,"LN",4010,95,"Hv-18045","RIPF1","S3489","charcoal","NULL",52.97,10.57,TRUE
"484",1522,"LN",4010,45,"Hd-14008-13651","TAUBDIT","S3947","human bone","Homo sapiens",49.61,9.67,TRUE
"485",1523,"LN",4005,65,"Bln-942","QUDG1","S3411","charcoal","NULL",51.78,11.14,TRUE
"486",1525,"LN",3990,140,"Hv-19725","SALZ","S3645","bone","NULL",51.79,9.92,TRUE
"489",1528,"LN",3962,100,"H-208/236","WELU1","S4214","plant macrofossils","Cereals",51.19,11.96,TRUE
"490",1529,"LN",3960,85,"KI-4139","ABSG","S1026","human bone","Homo sapiens",51.26,10.76,TRUE
"491",1530,"LN",3960,40,"KI-4158","STRF1","S3885","human bone","Homo sapiens",51.16,10.98,TRUE
"492",1531,"LN",3950,215,"Hv-18044","RIPF1","S3489","charcoal","NULL",52.97,10.57,TRUE
"493",1532,"LN",3943,60,"Bln-1472","ROSN1","S3541","NULL","NULL",51.27,11.44,TRUE
"494",1533,"LN",3942,45,"H-7582","WOLP1","S4240","wood","NULL",47.88,9.56,TRUE
"495",1534,"LN",3942,24,"Hd-19048","LOBN1","S2828","human bone","Homo sapiens",51.85,11.67,TRUE
"496",1535,"LN",3939,45,"KI-4141","AULE1","S1152","bone","NULL",51.42,10.93,TRUE
"497",1536,"LN",3935,20,"Hd-14012-13603","TAUBDIT","S3947","human bone","Homo sapiens",49.61,9.67,TRUE
"498",1537,"LN",3930,96,"KN-3315","TAUBKI","S3950","human bone","Homo sapiens",49.61,9.67,TRUE
"499",1538,"LN",3930,45,"KI-4157","STOT1","S3883","human bone","Homo sapiens",51.05,11.04,TRUE
"500",1539,"LN",3920,50,"KI-4147","GROSS1","S2087","human bone","Homo sapiens",51.11,11.32,TRUE
"501",1540,"LN",3910,81,"KN-3308","TAUBIM","S3949","human bone","Homo sapiens",49.61,9.67,TRUE
"503",1543,"LN",3905,35,"Hd-14011-13896","TAUBDIT","S3947","human bone","Homo sapiens",49.61,9.67,TRUE
"504",1544,"LN",3900,80,"Hv-16693","SALZ","S3645","bone","NULL",51.79,9.92,TRUE
"505",1545,"LN",3900,80,"Hv-19726","SALZ","S3645","bone","NULL",51.79,9.92,TRUE
"506",1546,"LN",3890,35,"KI-4153","ORLI1","S3207","human bone","Homo sapiens",51.15,11.18,TRUE
"507",1547,"LN",3890,35,"KI-4155","STOT1","S3883","human bone","Homo sapiens",51.05,11.04,TRUE
"508",1548,"LN",3885,40,"GrN-7159","HM3","S2230","charcoal","NULL",48.86,11.76,TRUE
"509",1549,"LN",3876,52,"KN-4893","HAU1","S2197","human bone","Homo sapiens",51.84,11.27,TRUE
"511",1551,"LN",3875,40,"KN-4891","BRAU1","S1358","human bone","Homo sapiens",50.73,11.91,TRUE
"514",1554,"LN",3865,250,"Hv-16692","SALZ","S3645","charcoal","NULL",51.79,9.92,TRUE
"515",1555,"LN",3860,84,"KN-3309","TAUBIM","S3949","human bone","Homo sapiens",49.61,9.67,TRUE
"517",1557,"LN",3850,35,"KI-4156","STOT1","S3883","human bone","Homo sapiens",51.05,11.04,TRUE
"520",1560,"LN",3840,50,"KI-4145","ERMS1","S1847","human bone","Homo sapiens",50.96,10.88,TRUE
"521",1561,"LN",3836,39,"KN-4906","GAT1","S1984","bone","NULL",51.82,11.28,TRUE
"522",1562,"LN",3834,39,"KN-4892","DROS1","S1751","human bone","Homo sapiens",51.81,11.9,TRUE
"523",1563,"LN",3830,88,"KN-3314","TAUBKI","S3950","human bone","Homo sapiens",49.61,9.67,TRUE
"524",1565,"LN",3830,18,"Hd-18963","DROS1","S1751","bone","NULL",51.81,11.9,TRUE
"525",1566,"LN",3820,84,"KN-3316","TAUBIM","S3949","human bone","Homo sapiens",49.61,9.67,TRUE
"526",1567,"LN",3820,30,"KIA-3943","BRUN1","S1384","human bone","Homo sapiens",52.74,11.47,TRUE
"527",1568,"LN",3810,106,"Bln-1097","KLNU1","S2407","charcoal","NULL",53.71,12.06,TRUE
"532",1574,"LN",3800,60,"KN-2400","KUMM","S2443","bone","NULL",50.04,11.09,TRUE
"533",1575,"LN",3800,45,"KI-4154","STOT1","S3883","human bone","Homo sapiens",51.05,11.04,TRUE
"537",1579,"LN",3760,45,"KI-4146","GREU1","S2071","human bone","Homo sapiens",51.22,10.97,TRUE
"542",1584,"LN",3728,48,"KN-4886","ASP1","S1135","human bone","Homo sapiens",51.93,10.95,TRUE
"543",1585,"LN",3720,84,"KN-3310","TAUBIM","S3949","human bone","Homo sapiens",49.61,9.67,TRUE
"545",1587,"LN",3715,80,"Hv-18049","MOLZ1","S3010","charcoal","NULL",53.02,10.6,TRUE
"546",1588,"LN",3700,78,"KN-3312","TAUBIM","S3949","human bone","Homo sapiens",49.61,9.67,TRUE
"548",1590,"LN",3697,18,"Hd-16963","LHAS","S2838","bone","NULL",51.17,9.26,TRUE
"554",1596,"LN",3670,50,"Bln-3992","STRK1","S3882","human bone","Homo sapiens",52.25,13.93,TRUE
"561",1603,"LN",3560,75,"Hv-18048","MOLZ2","S3010","charcoal","NULL",53.02,10.6,TRUE
"562",1604,"LN",3520,81,"KN-3311","TAUBIM","S3949","human bone","Homo sapiens",49.61,9.67,TRUE
"568",1738,"UN",4470,95,"OxA-3537","NULL","S3751","wood","Rosaceae",58.2309,-6.20479,TRUE
"569",1996,"EN",6270,40,"B-4564","CASG1","S1482","NULL","NULL",46.19,9.03,TRUE
"570",1997,"EN",6270,40,"B-4565","CASG1","S1482","charcoal","NULL",46.19,9.03,TRUE
"571",2059,"EN",5980,130,"B-4008","SIPL1","S4995","NULL","NULL",46.23,7.36,TRUE
"572",2070,"EN",5950,90,"B-6259","ST1","S3776","NULL","NULL",46.2291,7.36326,TRUE
"573",2071,"EN",5950,40,"B-6258","ST1","S3776","NULL","NULL",46.2291,7.36326,TRUE
"574",2187,"EN",5410,100,"B-4563","CASG1","S1482","NULL","NULL",46.19,9.03,TRUE
"575",2217,"MN",5150,60,"B-4561","CASG3","S1482","charcoal","NULL",46.19,9.03,TRUE
"576",2241,"MLN",4980,30,"B-4562","CASG4","S1482","charcoal","NULL",46.19,9.03,TRUE
"655",2564,"EN",6200,150,"GrN-423","ST","S3783","charcoal","NULL",50.9984,5.86912,TRUE
"657",2566,"EN",6100,140,"GrN-320","ST","S3783","charcoal","NULL",50.9984,5.86912,TRUE
"658",2567,"EN",5790,190,"GrN-422","ST","S3783","charcoal","NULL",50.9984,5.86912,TRUE
"669",2579,"LN",4385,75,"GrN-6683C","LARN2","S2605","charcoal","NULL",52.26,5.22,TRUE
"673",2584,"LN",4195,120,"GrN-330","EDEH1","S1778","charcoal","NULL",52.04,5.666,TRUE
"674",2585,"UN",4185,60,"GrN-5069","NULL","S4065","wood","NULL",53.045,6.57291,TRUE
"675",2586,"LN",4165,55,"GrN-6129","EDEH1","S1778","charcoal","NULL",52.04,5.666,TRUE
"676",2587,"LN",4155,60,"GrN-6688C","GINK1","S2016","charcoal","NULL",52.0333,5.73333,TRUE
"677",2589,"LN",4140,50,"GrN-7802","MAAR1","S2884","charcoal","NULL",52.053,5.3737,TRUE
"679",2591,"LN",4065,55,"GrN-6712C","KWA1","S2450","charcoal","NULL",51.9936,5.73806,TRUE
"680",2593,"LN",4035,55,"GrN-6128","WITR1","S4236","charcoal","NULL",51.313,5.26503,TRUE
"681",2595,"LN",3965,150,"GrN-381","WITR1","S4236","charcoal","NULL",51.313,5.26503,TRUE
"682",2596,"LN",3955,50,"GrN-5068","EEV1","S1781","plant macrofossils","Cereals",52.8273,6.10492,TRUE
"683",2597,"LN",3945,55,"GrN-6650C","OOST1","S3198","human bone","Homo sapiens",52.7258,5.09154,TRUE
"685",2599,"LN",3930,50,"GrN-5295","BRNW1","S1341","peat","NULL",53.3318,5.95555,TRUE
"686",2603,"LN",3870,55,"GrN-6687C","GINK1","S2016","charcoal","NULL",52.0333,5.73333,TRUE
"687",2604,"LN",3870,35,"GrN-6643","ANNR1","S1088","charcoal","NULL",53.07,6.69,TRUE
"688",2605,"LN",3835,55,"GrN-6856","MAND1","S2920","charcoal","NULL",52.445,6.826,TRUE
"689",2606,"LN",3820,45,"GrN-6384","OTTO1","S3226","human bone","Homo sapiens",51.8918,4.87166,TRUE
"690",2607,"LN",3665,35,"GrN-6261","HJN1","S2235","charcoal","NULL",52.8972,6.49722,TRUE
"697",2614,"LN",3300,150,"GrN-79","HJN1","S2235","charcoal","NULL",52.8972,6.49722,TRUE
"698",2615,"MN",2980,35,"GrN-6316","KEUP1","S2384","charcoal","Quercus sp.",51.3,5.99,TRUE
"699",2617,"EN",6550,65,"KN-2514","NIEWP","S3116","NULL","NULL",51.3333,23.4833,TRUE
"702",2646,"LN",5700,135,"GrN-7692","SASP1","S7337","charcoal","NULL",50.2277,19.7698,TRUE
"703",2648,"MN",5680,60,"Bln-1810","KRZL","S2439","NULL","NULL",52.74,18.26,TRUE
"704",2649,"LN",5575,75,"GrN-7693","SASP1","S7337","charcoal","NULL",50.2277,19.7698,TRUE
"705",2651,"MN",5565,100,"Bln-1809","KRZL","S2439","NULL","NULL",52.74,18.26,TRUE
"706",2652,"LN",5400,240,"Lod-61","SZW1","S3893","NULL","NULL",50.87,21.3,TRUE
"707",2654,"MN",5330,65,"Bln-1811","KRZL","S2439","NULL","NULL",52.74,18.26,TRUE
"708",2656,"LN",5325,90,"GrN-7052C","SASP1","S7337","charcoal","NULL",50.2277,19.7698,TRUE
"709",2657,"LN",5150,180,"Gd-164","NHK1","S3150","charred plant macrofossils","Cereals",50.07,20.04,TRUE
"711",2667,"MN",4775,40,"GrN-5089","CML","S1566","charcoal","NULL",50.89,21.54,TRUE
"712",2668,"MN",4762,110,"H-566/492","CML","S1566","charcoal","NULL",50.89,21.54,TRUE
"713",2672,"LN",4690,240,"DIC-364","BRON2","S1374","NULL","NULL",50.32,20.33,TRUE
"714",2674,"MN",4670,380,"Lod-1","RAD2","S3420","charred plant macrofossils","Cereals",52.63,18.53,TRUE
"715",2682,"MN",4590,190,"M-1845","RAD2","S3420","charcoal","NULL",52.63,18.53,TRUE
"732",2954,"UN",4720,50,"OxA-5761","NULL","S3453","human bone","Homo sapiens",58.1083,-4.9416,TRUE
"733",2955,"UN",4520,50,"OxA-5759","NULL","S3453","human bone","Homo sapiens",58.1083,-4.9416,TRUE
"734",2956,"UN",4515,60,"OxA-5758","NULL","S3453","human bone","Homo sapiens",58.1083,-4.9416,TRUE
"735",2957,"UN",4470,50,"OxA-5760","NULL","S3453","human bone","Homo sapiens",58.1083,-4.9416,TRUE
"761",3139,"UN",5560,155,"St-7271","NULL","S3008","charcoal","NULL",57.42,18.31,TRUE
"784",3172,"MN",4950,20,"Lod-20","NM6","S3152","NULL","NULL",51.08,21.16,TRUE
"797",3189,"EN",4820,100,"Lu-10","VRBY1","S4112","charcoal","NULL",55.58,13.18,TRUE
"841",3249,"MN",4430,85,"U-2735","NULL","S1077","charcoal","NULL",58.3,14.65,TRUE
"923",3748,"EN",6195,35,"VERA-1830","HERX","S2229","human bone","Homo sapiens",49.14,8.21,TRUE
"924",3749,"EN",6190,30,"VERA-1828","HERX","S2229","human bone","Homo sapiens",49.14,8.21,TRUE
"925",3750,"EN",6165,40,"VERA-1827","HERX","S2229","human bone","Homo sapiens",49.14,8.21,TRUE
"926",3751,"EN",6145,35,"VERA-1826","HERX","S2229","human bone","Homo sapiens",49.14,8.21,TRUE
"930",5563,"MN",5700,80,"Gif-6749","NULL","S2826","NULL","NULL",42.45,2.075,TRUE
"931",5564,"MN",5300,65,"Gif-7492","NULL","S2826","NULL","NULL",42.45,2.075,TRUE
